species	SYN001.A0101	SYN002.A0101	SYN003.A0101	SYN015.B0101	SYN015.D0101	SYN015.E0101	SYN017.A0101	SYN017.B0101	SYN018.C0101	SYN005.I0101	SYN006.I0101	SYN008.I0101	SYN009.I0101	SYN015.I0101	SYN018.I0101	SYN019.I0101	SYN022.I0101	SYN023.I0101	SYN025.I0101	SYN028.I0101
Odoribacter splanchnicus	0	0	160	109	353	258	0	0	0	0	0	188	108	164	110	203	298	223	612	176
Butyricimonas faecalis	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paludibacter propionicigenes	0	0	139	0	113	41	0	0	0	0	0	0	86	119	0	0	0	181	154	113
Labilibaculum antarcticum	0	0	124	0	49	0	0	0	0	0	0	116	0	0	0	0	0	106	0	0
Draconibacterium orientale	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bergeyella cardium	0	0	130	0	90	123	0	0	0	99	103	0	80	75	0	0	141	168	136	0
Riemerella anatipestifer	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0
Hymenobacter sp. APR13	0	0	85	0	82	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hymenobacter russus	0	0	111	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rufibacter radiotolerans	0	0	90	0	118	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spirosoma sp. CJU-R4	0	0	144	0	59	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spirosoma pollinicola	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spirosoma aerolatum	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseolinea soli	0	0	91	0	172	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chitinophaga pinensis	0	0	105	0	56	28	0	0	0	0	0	0	100	0	0	84	0	166	123	0
Pseudobacter ginsenosidimutans	0	0	76	0	72	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodothermus marinus	0	0	137	0	58	34	0	0	0	0	0	0	0	0	0	0	0	101	0	135
Chlorobaculum parvum	0	0	97	0	99	0	0	0	0	72	0	0	0	127	0	0	0	108	0	132
Fibrobacter succinogenes	0	0	127	0	0	0	0	0	0	0	0	0	0	125	0	0	0	84	0	163
Verrucomicrobium sp. GAS474	0	0	92	0	116	75	0	0	0	0	0	0	99	128	0	73	0	119	0	0
Roseimicrobium sp. ORNL1	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102
Terriglobus roseus	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. NCTC 11567	0	0	0	0	0	0	0	204	99	108	0	108	91	88	307	88	0	114	155	150
Enterococcus sp. FDAARGOS_553	0	0	0	0	0	42	0	0	0	259	73	861	468	747	743	285	459	78	1061	169
Enterococcus sp. M190262	0	0	0	276	68	48	0	0	0	119	181	139	125	124	224	179	94	0	284	0
Enterococcus sp. FDAARGOS_375	0	0	0	0	0	29	0	0	0	97	84	287	138	278	429	109	160	0	224	0
Enterococcus sp. DA9	0	0	0	227	61	30	0	0	0	79	160	115	78	105	150	102	0	0	0	0
Tetragenococcus koreensis	0	0	0	0	0	0	0	0	0	77	92	0	107	0	87	0	0	88	0	0
Lacticaseibacillus paracasei	0	0	0	0	293	285	52402	158785	1163390	55348	82764	100112	2195	44090	231931	21010	0	15328	1434	202547
Lacticaseibacillus casei	0	0	0	0	1222	2614	0	0	1322	71	137	182	174	124	450	0	0	172	0	181
Limosilactobacillus pontis	0	0	0	3349	6738	7262	4901	12071	80319	11818	28786	83499	10223	902	9857	2378	0	609	1058	5281
Limosilactobacillus fermentum	0	0	0	211	210	235	440	2584	3159	501	1256	2271	20868	276	528	207	143	197	159	1125
Limosilactobacillus frumenti	0	0	0	0	153	182	177	342	2230	312	747	2282	269	0	248	0	0	0	0	128
Limosilactobacillus vaginalis	0	0	0	0	148	150	138	282	1754	247	550	1795	226	0	198	0	0	0	0	159
Limosilactobacillus mucosae	0	0	0	0	154	164	181	273	1765	232	596	1723	257	0	234	105	0	0	0	131
Lactobacillus paragasseri	0	0	0	0	0	0	0	0	571	1559	650	161976	650	0	4559	0	0	0	0	136
Lactobacillus sp. 3B(2020)	0	0	0	0	0	35	0	0	396	81	199	399	118	0	148	0	0	101	0	0
Lactobacillus sp. CBA3605	0	0	0	0	0	0	0	0	0	78	104	0	0	86	107	0	0	141	0	0
Lactobacillus amylolyticus	0	0	0	0	133	66	0	0	206	185	277	186	234	267	91	75	107	404	0	151
Lactobacillus delbrueckii	0	0	0	114	217	83	0	103	836	119	179	582	179	203	214	128	88	142	104	172
Lactobacillus crispatus	0	0	0	0	0	0	0	0	147	104	139	192	85	0	0	0	0	151	0	0
Lactobacillus acidophilus	0	0	0	0	0	0	0	0	117	91	119	118	94	0	82	0	0	150	0	100
Lactobacillus gasseri	0	0	0	0	0	0	0	85	395	88	243	5129	0	0	214	0	0	0	0	0
Ligilactobacillus acidipiscis	0	0	0	308	127	49	0	0	242	170	258	383	182	187	353	161	141	201	181	134
Ligilactobacillus ruminis	0	0	0	0	0	0	0	0	0	84	99	0	129	85	0	0	0	146	0	0
Weissella cibaria	0	0	0	0	0	0	0	83	139	73	80	235	193	211	223	80	143	0	237	0
Lactiplantibacillus plantarum	0	0	0	177	171	137	293	1318	7768	409	477	1117	263	783	1346	381	163	346	204	781
Leuconostoc gelidum	0	0	0	98	127	32	0	0	0	160	191	195	189	267	94	82	110	350	111	176
Leuconostoc lactis	0	0	0	0	0	0	0	0	136	86	124	174	135	107	96	0	0	181	0	0
Lentilactobacillus buchneri	0	0	0	0	199	152	0	0	210	91	105	293	153	203	0	0	0	179	0	143
Levilactobacillus brevis	0	0	0	0	88	75	157	177	638	98	220	739	105	0	169	0	0	0	0	108
Loigolactobacillus backii	0	0	0	0	0	0	110	125	125	105	180	106	165	153	91	0	0	331	0	103
Furfurilactobacillus rossiae	0	0	0	0	57	39	128	115	201	166	248	336	178	206	84	0	122	304	119	138
Schleiferilactobacillus harbinensis	0	0	0	0	0	0	0	0	190	87	107	324	107	110	0	129	0	101	105	135
Bombilactobacillus bombi	0	0	0	0	0	0	0	0	0	82	92	0	0	0	0	0	0	189	0	0
Bacillus anthracis	0	0	0	0	161	437	0	0	0	286	343	1452	376	151	198	411	141	105	136	176
Bacillus cytotoxicus	0	0	0	0	0	35	0	0	0	109	114	138	177	81	83	0	96	104	145	140
Bacillus albus	0	0	0	0	51	80	0	0	0	76	0	353	136	0	0	138	0	0	95	0
Bacillus mycoides	0	0	0	0	0	65	0	0	0	74	0	249	98	0	0	77	0	0	0	0
Bacillus sp. OxB-1	0	0	0	0	0	0	0	0	0	248	136	0	961	0	0	86	651	0	797	674
Bacillus sp. M4U3P1	0	0	0	0	229	98	0	0	0	185	0	585	276	213	0	100	140	280	162	189
Bacillus sp. FJAT-18017	0	0	0	0	0	0	0	0	0	155	197	100	278	162	0	0	135	297	190	206
Bacillus sp. NSP9.1	0	0	0	0	57	38	160	94	0	152	111	0	157	140	94	94	90	228	107	195
Bacillus sp. HD4P25	0	0	0	0	0	0	0	0	0	103	81	0	216	0	0	0	87	160	133	112
Bacillus sp. 1NLA3E	0	0	0	0	0	0	0	0	0	101	83	142	150	0	0	0	0	135	102	119
Bacillus sp. X1(2014)	0	0	0	0	0	0	0	0	0	76	0	303	205	0	0	0	131	0	137	110
Bacillus sp. Cs-700	0	0	0	0	0	0	0	0	0	74	85	0	0	0	0	0	0	155	0	0
Bacillus sp. FJAT-45348	0	0	0	0	0	0	0	0	0	71	0	0	153	0	0	0	0	0	127	117
Bacillus subtilis	0	0	0	119	0	29	180	110	115	95	116	226	187	80	95	0	104	67	137	193
Bacillus mojavensis	0	0	0	0	70	0	0	0	0	72	0	0	120	108	0	97	0	78	99	120
Bacillus oleronius	0	0	0	0	0	0	141	107	0	149	144	166	211	111	182	0	148	185	194	199
Bacillus gobiensis	0	0	0	0	0	0	0	0	0	105	98	160	224	99	98	0	152	142	221	168
Bacillus freudenreichii	0	0	0	0	0	0	0	0	0	102	0	138	384	0	221	0	241	0	307	217
Bacillus dafuensis	0	0	0	0	46	0	0	0	0	91	0	209	204	0	97	0	126	0	242	140
Bacillus vini	0	0	0	0	46	0	0	0	0	80	112	82	207	0	0	0	121	129	149	135
Lysinibacillus sp. SGAir0095	0	0	0	0	0	0	0	0	0	111	97	0	295	0	0	0	168	0	254	218
Lysinibacillus sp. YS11	0	0	0	0	0	0	0	0	0	75	81	0	147	0	82	0	96	94	115	133
Virgibacillus sp. MSP4-1	0	0	0	120	71	0	0	0	0	154	244	378	285	188	0	0	176	373	205	182
Alkalihalobacillus halodurans	0	0	0	0	122	53	0	0	0	83	0	0	188	152	0	0	98	151	104	156
Geobacillus subterraneus	0	0	0	0	0	0	0	0	0	81	0	0	76	136	0	0	0	110	0	173
Peribacillus muralis	0	0	0	0	130	37	0	0	0	125	97	0	216	210	0	0	116	216	141	161
Peribacillus simplex	0	0	0	95	117	0	0	0	0	96	77	0	275	194	0	117	172	135	197	200
Pontibacillus sp. ALD_SL1	0	0	0	0	0	0	0	0	0	157	127	0	217	164	0	0	128	274	137	177
Oceanobacillus iheyensis	0	0	0	0	59	0	99	0	91	116	161	241	230	119	125	0	162	188	237	191
Weizmannia coagulans	0	0	0	0	180	94	0	0	92	122	76	83	303	129	164	94	152	146	213	202
Lederbergia lentus	0	0	0	0	46	0	89	100	93	115	117	210	153	81	106	0	107	187	140	143
Metabacillus litoralis	0	0	0	106	80	0	0	0	0	79	126	430	149	0	105	87	115	72	186	126
Mesobacillus foraminis	0	0	0	0	58	30	174	153	107	81	77	152	135	75	128	0	0	96	0	104
Terribacillus goriensis	0	0	0	0	56	0	0	0	0	97	0	0	184	113	110	0	93	98	125	166
Gracilibacillus sp. SCU50	0	0	0	0	0	0	0	0	0	89	103	148	126	0	0	0	0	128	110	103
Gemella sp. ND 6198	0	0	0	0	0	34	0	0	0	737	257	960	283	222	423	126	166	657	327	667
Sporosarcina sp. Te-1	0	0	0	0	0	0	0	0	0	551	382	0	2737	136	132	0	1785	80	2128	1603
Sporosarcina sp. PTS2304	0	0	0	0	0	0	0	0	0	300	194	114	1158	0	0	0	809	0	1008	864
Sporosarcina sp. resist	0	0	0	0	0	0	0	0	0	73	0	0	340	0	0	0	208	0	260	194
Sporosarcina ureilytica	0	0	0	0	0	0	0	0	0	158	135	0	889	0	0	0	568	0	681	556
Sporosarcina pasteurii	0	0	0	0	0	0	0	0	0	110	76	0	369	0	0	0	245	0	306	273
Sporosarcina psychrophila	0	0	0	0	0	0	0	0	0	81	0	0	295	0	0	0	254	0	299	225
Planococcus sp. Y42	0	0	0	0	85	40	0	0	0	79	0	0	222	91	0	0	152	86	139	198
Planococcus plakortidis	0	0	0	0	138	0	0	0	0	166	77	159	255	215	0	181	160	150	250	245
Planococcus massiliensis	0	0	0	0	0	0	0	0	0	125	114	0	294	85	118	0	213	155	246	225
Planococcus antarcticus	0	0	0	0	58	0	0	0	0	108	143	263	348	127	0	0	206	165	276	211
Planococcus versutus	0	0	0	0	0	0	0	0	0	89	110	122	224	117	134	0	135	168	204	138
Planococcus donghaensis	0	0	0	0	0	0	0	0	0	71	0	0	241	0	0	0	131	99	140	143
Paenisporosarcina antarctica	0	0	0	0	0	0	0	0	0	179	185	160	543	142	0	0	303	167	385	356
Kurthia sp. 11kri321	0	0	0	0	0	0	129	126	0	109	122	164	320	105	0	0	200	167	294	210
Kurthia zopfii	0	0	0	0	0	0	117	92	0	98	98	0	207	0	0	0	165	167	156	185
Solibacillus silvestris	0	0	0	0	0	0	123	92	0	76	0	0	158	0	0	0	96	0	168	113
Planomicrobium glaciei	0	0	0	0	0	0	0	0	0	79	0	0	313	0	0	0	197	0	239	199
Paenibacillus sp. PAMC21692	0	0	0	0	176	46	0	0	0	178	0	0	187	316	0	185	123	228	135	273
Paenibacillus sp. RUD330	0	0	0	0	160	82	0	0	0	116	0	0	129	241	0	83	105	199	0	248
Paenibacillus sp. B01	0	0	0	0	0	39	0	0	0	109	0	0	97	111	0	160	85	132	134	134
Paenibacillus sp. HB172198	0	0	0	0	121	88	0	0	0	85	0	85	204	218	0	106	132	135	0	142
Paenibacillus sp. UniB2	0	0	0	0	174	59	0	0	0	77	0	0	156	147	0	179	0	135	108	140
Paenibacillus borealis	0	0	0	0	193	64	0	0	0	154	79	0	182	250	0	192	101	227	136	204
Paenibacillus polymyxa	0	0	0	0	186	63	0	0	0	120	0	0	168	182	147	116	106	149	128	188
Paenibacillus durus	0	0	0	0	51	0	0	0	0	114	74	113	167	278	0	0	117	210	117	323
Paenibacillus bovis	0	0	0	0	0	0	0	0	0	112	0	0	143	141	112	82	108	234	120	225
Paenibacillus antarcticus	0	0	0	0	0	0	0	0	0	105	122	172	90	120	91	0	0	257	0	0
Paenibacillus swuensis	0	0	0	0	0	0	0	0	0	97	91	198	130	110	0	0	89	211	134	0
Paenibacillus beijingensis	0	0	0	0	0	73	0	0	0	90	0	0	139	190	0	138	94	136	123	234
Paenibacillus alvei	0	0	0	0	0	0	0	0	0	90	0	0	120	105	0	0	0	109	119	161
Paenibacillus chitinolyticus	0	0	0	0	0	0	0	0	0	87	0	118	0	175	0	126	0	118	123	221
Paenibacillus mucilaginosus	0	0	0	0	97	63	0	0	0	80	0	0	0	108	0	107	0	119	118	234
Paenibacillus donghaensis	0	0	0	0	84	39	0	103	0	79	99	0	136	109	138	0	124	124	184	168
Paenibacillus odorifer	0	0	0	0	133	34	0	0	0	79	0	0	92	126	87	90	0	100	0	100
Paenibacillus cellulosilyticus	0	0	0	0	0	0	0	0	0	75	0	0	106	88	0	0	98	106	0	161
Paenibacillus crassostreae	0	0	0	0	0	0	0	0	0	71	0	237	84	0	0	0	0	82	0	113
Paenibacillus lycopersici	0	0	0	0	0	0	0	0	0	71	0	0	74	96	0	0	0	127	0	188
Brevibacillus brevis	0	0	0	0	106	41	0	0	0	94	0	82	183	142	0	0	124	124	144	176
Cohnella sp. KS 22	0	0	0	0	221	103	0	0	0	81	0	0	184	256	0	126	116	182	100	136
Cohnella candidum	0	0	0	0	0	0	0	0	0	84	93	153	106	125	0	0	0	163	107	0
Aneurinibacillus sp. XH2	0	0	0	0	139	36	0	0	0	139	0	0	152	286	0	83	0	191	0	218
Saccharibacillus brassicae	0	0	0	0	202	83	0	0	0	134	0	0	231	258	0	212	120	180	229	183
Staphylococcus sp. 17KM0847	0	0	0	0	0	0	0	0	0	82	94	122	0	0	156	0	0	147	0	0
Staphylococcus delphini	0	0	0	0	0	0	0	0	0	83	139	0	0	89	0	0	0	124	0	0
Staphylococcus felis	0	0	0	0	0	0	0	94	0	96	135	0	98	114	131	0	110	205	131	191
Staphylococcus capitis	0	0	0	0	50	0	0	0	0	74	73	143	188	0	251	0	105	97	174	99
Jeotgalicoccus saudimassiliensis	0	0	0	0	0	0	0	0	0	119	125	162	142	112	143	0	108	189	150	167
Salinicoccus halodurans	0	0	0	0	0	0	0	0	0	73	0	0	114	131	0	0	0	132	0	158
Alicyclobacillus sp. SO9	0	0	0	0	56	0	0	0	0	95	0	0	87	125	0	134	0	110	108	124
Alicyclobacillus ferrooxydans	0	0	0	0	166	44	0	0	0	138	92	194	229	279	0	197	119	183	184	249
Alicyclobacillus acidocaldarius	0	0	0	0	94	60	0	0	0	78	0	0	100	172	0	94	0	169	0	222
Megasphaera elsdenii	0	0	0	0	201	493	104	0	0	575	128	3587	907	487	7032	517	223	833	589	574
Megasphaera stantonii	0	0	0	0	421	780	0	0	0	483	82	5536	1125	543	10306	350	179	990	332	482
Selenomonas ruminantium	0	0	0	0	311	117	105	0	102	305	157	229	467	494	203	394	291	559	563	442
Megamonas funiformis	0	0	0	134	95	31	92	0	103	135	183	272	177	168	249	87	131	201	151	135
Pelosinus fermentans	0	0	0	0	0	0	0	0	0	120	136	0	124	132	199	0	0	247	0	0
Sporomusa termitida	0	0	0	0	142	65	0	0	0	104	0	199	205	174	232	242	116	159	181	167
Acidaminococcus fermentans	0	0	0	0	212	97	0	0	0	175	75	101	215	318	153	174	130	301	147	322
Phascolarctobacterium sp. Marseille-Q4147	0	0	0	0	84	70	0	0	0	135	0	147	189	232	382	254	110	216	185	248
Phascolarctobacterium faecium	0	0	0	0	56	56	0	0	0	80	0	449	143	95	472	0	0	91	0	106
Flintibacter sp. KGMB00164	0	0	0	0	898	252	179	0	153	705	236	0	871	1590	0	1059	611	1178	694	1282
Intestinimonas butyriciproducens	0	0	0	0	479	175	133	0	101	374	151	132	472	754	0	596	313	587	412	753
Monoglobus pectinilyticus	0	0	0	0	427	231	0	0	0	348	199	0	375	522	0	240	210	574	207	407
Carboxydocella thermautotrophica	0	0	0	0	583	223	0	0	0	230	0	0	394	621	0	272	234	474	181	363
Blautia hansenii	0	0	0	0	321	127	213	93	127	555	347	235	390	614	251	674	232	780	584	668
[Clostridium] hylemonae	0	0	0	168	643	260	90	0	127	645	385	465	782	1094	88	642	439	1107	493	893
Anaerostipes rhamnosivorans	0	0	0	0	901	341	0	0	91	484	181	219	759	1050	0	534	451	806	352	826
Enterocloster clostridioformis	0	0	0	0	504	203	0	0	0	205	77	160	283	391	0	239	161	336	181	278
Anaerocolumna cellulosilytica	0	0	0	0	69	30	0	86	135	269	244	84	222	265	171	119	98	505	157	241
Clostridium sp. JN-9	0	0	0	0	109	64	0	83	123	174	114	0	172	178	227	103	87	240	229	204
Clostridium sp. DL-VIII	0	0	0	0	0	0	0	0	0	137	102	124	77	92	186	0	0	196	124	0
Clostridium sp. BNL1100	0	0	0	102	165	61	0	0	0	126	0	217	206	155	93	129	123	175	159	121
Clostridium sp. AWRP	0	0	0	0	0	0	0	167	136	87	167	0	90	117	157	108	111	133	201	215
Clostridium sp. JN-1	0	0	0	125	0	0	0	0	124	73	80	88	103	0	129	0	0	155	118	0
Clostridium intestinale	0	0	0	186	68	0	0	112	148	222	197	158	164	127	381	120	0	300	261	120
Clostridium estertheticum	0	0	0	0	0	0	0	0	128	179	138	119	156	123	279	109	0	275	161	181
Clostridium septicum	0	0	0	124	53	0	0	93	112	169	135	329	135	80	185	73	89	223	254	189
Clostridium butyricum	0	0	0	119	48	0	0	0	0	156	116	193	104	88	218	92	0	251	183	162
Clostridium tetani	0	0	0	97	52	0	0	0	0	131	0	407	131	72	321	89	0	124	186	134
Clostridium saccharoperbutylacetonicum	0	0	0	0	0	0	0	0	116	128	114	0	81	76	324	76	0	176	170	130
Clostridium chauvoei	0	0	0	145	50	0	0	0	0	128	123	263	127	85	164	86	0	161	224	156
Clostridium aceticum	0	0	0	113	0	0	140	175	274	127	128	0	132	125	290	127	0	245	176	163
Clostridium isatidis	0	0	0	119	0	0	0	0	92	120	121	141	83	0	260	83	0	146	170	106
Clostridium saccharobutylicum	0	0	0	157	0	0	126	127	133	104	114	0	89	0	254	0	0	191	179	0
Clostridium kluyveri	0	0	0	0	0	0	0	0	0	103	87	0	74	75	178	89	0	184	113	139
Clostridium novyi	0	0	0	95	0	0	0	0	98	97	88	161	82	0	120	0	0	156	0	0
Clostridium beijerinckii	0	0	0	0	0	0	0	0	0	93	0	177	108	0	176	0	0	85	136	109
Clostridium acetobutylicum	0	0	0	167	0	0	0	0	0	89	0	0	111	0	402	96	0	100	207	0
Clostridium formicaceticum	0	0	0	199	74	89	437	183	365	81	0	0	0	0	193	80	0	88	104	0
Clostridium cochlearium	0	0	0	132	0	0	0	0	0	79	0	158	80	0	197	72	0	90	0	0
Clostridium gasigenes	0	0	0	0	0	0	0	0	0	72	0	0	0	0	240	0	0	75	126	0
Alkaliphilus oremlandii	0	0	0	0	0	0	0	0	0	100	0	0	0	0	253	0	0	89	0	0
Alkaliphilus metalliredigens	0	0	0	157	109	0	137	207	220	71	0	0	121	141	0	80	0	136	130	111
Caloramator sp. E03	0	0	0	237	53	0	0	127	192	164	157	363	232	184	391	87	0	382	241	133
Caloranaerobacter azorensis	0	0	0	147	0	0	119	175	214	126	119	103	80	0	210	0	0	191	119	116
Ruminococcus champanellensis	0	0	0	0	313	166	118	0	115	311	148	456	350	484	126	562	252	544	424	480
Ruminococcus bicirculans	0	0	0	147	60	36	0	0	119	240	186	338	196	272	0	270	114	383	256	374
Ruminococcus albus	0	0	0	119	189	84	97	0	0	215	116	230	240	265	0	398	155	235	314	312
Ruminococcus sp. JE7A12	0	0	0	214	197	72	113	93	180	194	190	355	301	331	217	288	169	350	306	296
Oscillibacter sp. NSJ-62	0	0	0	0	906	307	0	0	98	478	173	102	752	1143	0	700	458	870	534	783
Oscillibacter valericigenes	0	0	0	0	247	125	0	0	0	245	87	0	256	405	0	374	159	365	249	380
Caproiciproducens sp. 7D4C2	0	0	0	0	294	134	0	0	0	282	115	0	342	506	0	401	231	478	292	575
Caproiciproducens sp. NJN-50	0	0	0	0	244	101	117	0	0	277	112	0	295	382	81	553	189	392	366	552
Ruthenibacterium lactatiformans	0	0	0	124	484	166	132	0	182	448	204	821	474	722	0	622	332	653	607	766
Acutalibacter muris	0	0	0	0	708	285	0	0	92	387	103	88	606	912	0	497	331	680	333	714
Flavonifractor plautii	0	0	0	0	604	272	0	0	0	351	101	0	489	820	0	404	286	585	323	586
Ruminiclostridium cellulolyticum	0	0	0	102	53	0	0	0	0	185	159	149	236	218	166	0	104	340	159	215
Ruminiclostridium herbifermentans	0	0	0	232	54	28	0	0	109	155	136	304	125	153	284	96	88	294	217	197
Ethanoligenens harbinense	0	0	0	0	147	60	122	0	0	244	96	159	227	303	157	462	151	308	359	484
Acetivibrio thermocellus	0	0	0	0	0	62	0	0	0	124	0	0	0	76	0	0	0	108	0	107
Acetivibrio clariflavus	0	0	0	0	0	0	0	0	0	86	0	101	0	74	145	117	0	119	114	131
Dysosmobacter welbionis	0	0	0	0	105	45	0	0	0	162	0	0	155	379	0	87	125	302	0	359
Pseudoclostridium thermosuccinogenes	0	0	0	0	174	65	0	0	0	84	0	0	153	233	81	116	107	184	0	187
Thermoclostridium stercorarium	0	0	0	0	127	34	0	0	0	72	0	101	154	176	0	82	0	107	101	117
Eubacterium sp. NSJ-61	0	0	0	394	423	92	106	94	254	777	1012	1254	856	915	385	380	446	1540	602	762
Eubacterium limosum	0	0	0	0	481	192	0	0	0	173	0	0	335	437	0	276	177	294	204	307
Eubacterium callanderi	0	0	0	0	163	47	0	0	0	87	0	0	134	213	108	93	0	201	0	210
Alkalibacter sp. ES005	0	0	0	0	279	63	0	0	0	127	0	0	265	358	0	205	144	271	191	228
Acetobacterium sp. KB-1	0	0	0	0	63	0	0	0	0	79	86	0	114	105	0	0	0	178	0	0
Desulfotomaculum ruminis	0	0	0	0	140	47	0	0	0	242	75	0	236	145	964	211	95	234	395	157
Desulfotomaculum ferrireducens	0	0	0	0	167	85	0	0	0	126	76	144	184	209	0	0	116	201	112	150
Desulfotomaculum reducens	0	0	0	0	0	0	0	0	0	83	77	0	81	141	0	0	0	190	0	114
Desulfosporosinus youngiae	0	0	0	0	0	0	0	0	0	108	0	0	105	126	106	130	0	122	182	143
Desulfosporosinus meridiei	0	0	0	0	129	0	0	0	0	101	0	0	164	171	0	138	95	138	141	169
Desulfitobacterium hafniense	0	0	0	0	0	0	0	0	0	99	0	0	0	118	0	88	0	147	0	217
Desulfitobacterium dehalogenans	0	0	0	0	60	0	0	0	0	73	0	0	0	0	0	81	0	161	95	0
Desulfitobacterium metallireducens	0	0	0	0	0	0	0	0	0	73	0	0	0	91	0	0	0	98	0	128
Syntrophobotulus glycolicus	0	0	0	0	0	0	0	0	0	111	0	0	0	138	89	99	0	157	95	191
Christensenella sp. Marseille-P3954	0	0	0	0	411	116	0	0	0	359	143	0	406	913	0	399	351	674	273	782
Christensenella minuta	0	0	0	129	238	103	0	0	131	253	95	0	276	518	0	257	196	405	213	441
Heliobacterium modesticaldum	0	0	0	0	271	96	0	0	0	121	0	85	257	291	0	161	119	232	155	187
Heliorestis convoluta	0	0	0	0	100	33	0	0	0	76	0	0	109	126	0	117	0	111	102	118
Candidatus Syntrophocurvum alkaliphilum	0	0	0	0	0	0	0	0	0	86	87	0	89	92	82	0	0	153	0	0
Thermoanaerobacterium thermosaccharolyticum	0	0	0	0	0	0	0	0	0	105	0	99	101	0	261	0	0	154	0	0
Thermoanaerobacterium sp. RBIITD	0	0	0	95	56	0	0	0	0	94	102	164	163	0	412	107	0	168	251	0
Ammonifex degensii	0	0	0	0	101	0	0	0	0	79	0	0	80	136	0	73	0	128	0	113
Halobacteroides halobius	0	0	0	0	0	0	0	0	0	96	112	0	99	84	0	0	0	200	0	0
Anoxybacter fermentans	0	0	0	0	0	0	0	0	0	72	0	365	82	0	0	0	0	76	0	0
Peptoniphilus ivorii	0	0	0	0	410	132	0	0	0	651	260	0	719	504	2159	793	315	665	1309	510
Anaerococcus mediterraneensis	0	0	0	179	229	66	114	187	346	531	255	213	509	161	2703	575	232	415	1144	270
Anaerococcus obesiensis	0	0	0	124	301	148	0	0	0	508	251	419	482	237	2267	495	219	503	901	238
Anaerococcus vaginalis	0	0	0	97	147	145	0	0	0	247	150	299	328	143	1081	303	131	233	560	162
Murdochiella vaginalis	0	0	0	96	137	117	124	0	0	338	197	89	377	330	525	419	179	552	624	565
Tissierellia sp. JN-28	0	0	0	0	48	0	0	0	97	168	0	0	132	0	399	149	0	106	240	0
Gudongella oleilytica	0	0	0	161	45	0	111	196	232	122	0	0	180	0	393	144	0	136	291	0
Keratinibaculum paraultunense	0	0	0	0	70	34	0	0	121	121	0	0	118	0	537	104	0	88	230	0
Schnuerera ultunensis	0	0	0	0	0	0	0	0	0	108	0	0	0	0	296	116	0	94	151	100
Gottschalkia acidurici	0	0	0	173	0	0	126	112	146	99	0	129	92	0	247	91	0	127	256	100
Ezakiella massiliensis	0	0	0	213	544	52	0	0	120	1339	661	406	1270	387	6947	1341	456	1251	2911	513
Sedimentibacter sp. zth1	0	0	0	97	0	0	0	0	0	88	0	126	0	0	391	81	0	85	161	0
Erysipelothrix sp. HDW6C	0	0	0	165	105	0	0	86	101	317	405	398	308	454	165	88	168	775	199	296
Erysipelothrix sp. HDW6A	0	0	0	202	122	0	0	0	0	267	388	416	168	272	152	83	121	558	182	245
Erysipelothrix sp. HDW6B	0	0	0	147	114	0	98	122	119	186	235	474	135	155	94	83	113	321	174	143
Erysipelothrix larvae	0	0	0	143	86	0	0	0	0	232	322	373	267	243	133	0	119	512	178	171
Erysipelothrix rhusiopathiae	0	0	0	114	170	115	0	0	0	202	268	458	216	259	289	135	135	404	287	183
Erysipelothrix piscisicarius	0	0	0	0	53	0	97	112	110	157	262	235	180	213	104	0	85	442	0	138
[Clostridium] innocuum	0	0	0	260	201	51	0	88	148	529	550	464	432	657	252	322	271	1041	374	672
Erysipelatoclostridium ramosum	0	0	0	202	124	33	0	0	122	443	469	601	369	510	353	141	220	1173	249	294
Amedibacterium intestinale	0	0	0	338	264	49	175	163	296	618	817	1009	554	654	478	204	361	1354	489	479
Faecalibaculum rodentium	0	0	0	129	214	58	0	0	120	259	204	376	321	423	100	287	192	492	314	336
Faecalitalea cylindroides	0	0	0	208	155	0	0	0	131	154	273	805	155	213	104	140	160	500	257	164
Intestinibaculum porci	0	0	0	126	147	43	0	0	92	150	221	369	198	273	141	127	150	266	218	187
Turicibacter sp. H121	0	0	0	157	116	0	0	0	106	230	317	353	267	293	147	96	178	584	208	201
Ndongobacter massiliensis	0	0	0	0	126	85	0	0	0	257	148	232	268	290	501	176	129	366	289	364
Olsenella sp. LZLJ-2	0	0	0	293	175	141	227	134	215	705	343	751	1204	984	134	1081	842	742	1168	667
Olsenella sp. GAM18	0	0	0	292	300	250	121	124	194	665	355	775	1330	1053	162	952	942	741	1045	618
