count	species	sample	rel_abund
0	Martelella mediterranea	SYN009.I0101	0
0	Martelella mediterranea	SYN015.I0101	0
0	Martelella mediterranea	SYN018.I0101	0
93	Martelella mediterranea	SYN019.I0101	1.3148684332748805e-5
0	Martelella mediterranea	SYN022.I0101	0
0	Martelella mediterranea	SYN023.I0101	0
0	Martelella mediterranea	SYN025.I0101	0
0	Martelella mediterranea	SYN028.I0101	0
0	Sphingomonas sp. PAMC26645	SYN001.A0101	0
0	Sphingomonas sp. PAMC26645	SYN002.A0101	0
0	Sphingomonas sp. PAMC26645	SYN003.A0101	0
0	Sphingomonas sp. PAMC26645	SYN015.B0101	0
0	Sphingomonas sp. PAMC26645	SYN015.D0101	0
0	Sphingomonas sp. PAMC26645	SYN015.E0101	0
0	Sphingomonas sp. PAMC26645	SYN017.A0101	0
0	Sphingomonas sp. PAMC26645	SYN017.B0101	0
0	Sphingomonas sp. PAMC26645	SYN018.C0101	0
0	Sphingomonas sp. PAMC26645	SYN005.I0101	0
0	Sphingomonas sp. PAMC26645	SYN006.I0101	0
0	Sphingomonas sp. PAMC26645	SYN008.I0101	0
0	Sphingomonas sp. PAMC26645	SYN009.I0101	0
0	Sphingomonas sp. PAMC26645	SYN015.I0101	0
0	Sphingomonas sp. PAMC26645	SYN018.I0101	0
87	Sphingomonas sp. PAMC26645	SYN019.I0101	1.2300382117732754e-5
0	Sphingomonas sp. PAMC26645	SYN022.I0101	0
0	Sphingomonas sp. PAMC26645	SYN023.I0101	0
0	Sphingomonas sp. PAMC26645	SYN025.I0101	0
0	Sphingomonas sp. PAMC26645	SYN028.I0101	0
0	Sphingomonas sp. CL5.1	SYN001.A0101	0
0	Sphingomonas sp. CL5.1	SYN002.A0101	0
0	Sphingomonas sp. CL5.1	SYN003.A0101	0
0	Sphingomonas sp. CL5.1	SYN015.B0101	0
0	Sphingomonas sp. CL5.1	SYN015.D0101	0
0	Sphingomonas sp. CL5.1	SYN015.E0101	0
0	Sphingomonas sp. CL5.1	SYN017.A0101	0
0	Sphingomonas sp. CL5.1	SYN017.B0101	0
0	Sphingomonas sp. CL5.1	SYN018.C0101	0
0	Sphingomonas sp. CL5.1	SYN005.I0101	0
0	Sphingomonas sp. CL5.1	SYN006.I0101	0
0	Sphingomonas sp. CL5.1	SYN008.I0101	0
0	Sphingomonas sp. CL5.1	SYN009.I0101	0
0	Sphingomonas sp. CL5.1	SYN015.I0101	0
0	Sphingomonas sp. CL5.1	SYN018.I0101	0
80	Sphingomonas sp. CL5.1	SYN019.I0101	1.1310696200214027e-5
0	Sphingomonas sp. CL5.1	SYN022.I0101	0
0	Sphingomonas sp. CL5.1	SYN023.I0101	0
0	Sphingomonas sp. CL5.1	SYN025.I0101	0
0	Sphingomonas sp. CL5.1	SYN028.I0101	0
0	Sphingomonas hengshuiensis	SYN001.A0101	0
0	Sphingomonas hengshuiensis	SYN002.A0101	0
0	Sphingomonas hengshuiensis	SYN003.A0101	0
0	Sphingomonas hengshuiensis	SYN015.B0101	0
0	Sphingomonas hengshuiensis	SYN015.D0101	0
0	Sphingomonas hengshuiensis	SYN015.E0101	0
0	Sphingomonas hengshuiensis	SYN017.A0101	0
0	Sphingomonas hengshuiensis	SYN017.B0101	0
0	Sphingomonas hengshuiensis	SYN018.C0101	0
0	Sphingomonas hengshuiensis	SYN005.I0101	0
0	Sphingomonas hengshuiensis	SYN006.I0101	0
0	Sphingomonas hengshuiensis	SYN008.I0101	0
0	Sphingomonas hengshuiensis	SYN009.I0101	0
0	Sphingomonas hengshuiensis	SYN015.I0101	0
0	Sphingomonas hengshuiensis	SYN018.I0101	0
91	Sphingomonas hengshuiensis	SYN019.I0101	1.2865916927743456e-5
0	Sphingomonas hengshuiensis	SYN022.I0101	0
0	Sphingomonas hengshuiensis	SYN023.I0101	0
0	Sphingomonas hengshuiensis	SYN025.I0101	0
0	Sphingomonas hengshuiensis	SYN028.I0101	0
0	Sphingobium sp. YBL2	SYN001.A0101	0
0	Sphingobium sp. YBL2	SYN002.A0101	0
0	Sphingobium sp. YBL2	SYN003.A0101	0
0	Sphingobium sp. YBL2	SYN015.B0101	0
0	Sphingobium sp. YBL2	SYN015.D0101	0
0	Sphingobium sp. YBL2	SYN015.E0101	0
0	Sphingobium sp. YBL2	SYN017.A0101	0
0	Sphingobium sp. YBL2	SYN017.B0101	0
0	Sphingobium sp. YBL2	SYN018.C0101	0
0	Sphingobium sp. YBL2	SYN005.I0101	0
0	Sphingobium sp. YBL2	SYN006.I0101	0
0	Sphingobium sp. YBL2	SYN008.I0101	0
0	Sphingobium sp. YBL2	SYN009.I0101	0
0	Sphingobium sp. YBL2	SYN015.I0101	0
0	Sphingobium sp. YBL2	SYN018.I0101	0
81	Sphingobium sp. YBL2	SYN019.I0101	1.1452079902716703e-5
0	Sphingobium sp. YBL2	SYN022.I0101	0
0	Sphingobium sp. YBL2	SYN023.I0101	0
0	Sphingobium sp. YBL2	SYN025.I0101	0
0	Sphingobium sp. YBL2	SYN028.I0101	0
0	Sphingorhabdus sp. YGSMI21	SYN001.A0101	0
0	Sphingorhabdus sp. YGSMI21	SYN002.A0101	0
0	Sphingorhabdus sp. YGSMI21	SYN003.A0101	0
0	Sphingorhabdus sp. YGSMI21	SYN015.B0101	0
0	Sphingorhabdus sp. YGSMI21	SYN015.D0101	0
0	Sphingorhabdus sp. YGSMI21	SYN015.E0101	0
0	Sphingorhabdus sp. YGSMI21	SYN017.A0101	0
0	Sphingorhabdus sp. YGSMI21	SYN017.B0101	0
0	Sphingorhabdus sp. YGSMI21	SYN018.C0101	0
0	Sphingorhabdus sp. YGSMI21	SYN005.I0101	0
0	Sphingorhabdus sp. YGSMI21	SYN006.I0101	0
0	Sphingorhabdus sp. YGSMI21	SYN008.I0101	0
0	Sphingorhabdus sp. YGSMI21	SYN009.I0101	0
0	Sphingorhabdus sp. YGSMI21	SYN015.I0101	0
0	Sphingorhabdus sp. YGSMI21	SYN018.I0101	0
99	Sphingorhabdus sp. YGSMI21	SYN019.I0101	1.3996986547764858e-5
0	Sphingorhabdus sp. YGSMI21	SYN022.I0101	0
0	Sphingorhabdus sp. YGSMI21	SYN023.I0101	0
0	Sphingorhabdus sp. YGSMI21	SYN025.I0101	0
0	Sphingorhabdus sp. YGSMI21	SYN028.I0101	0
0	Sulfitobacter sp. SK011	SYN001.A0101	0
0	Sulfitobacter sp. SK011	SYN002.A0101	0
0	Sulfitobacter sp. SK011	SYN003.A0101	0
0	Sulfitobacter sp. SK011	SYN015.B0101	0
0	Sulfitobacter sp. SK011	SYN015.D0101	0
0	Sulfitobacter sp. SK011	SYN015.E0101	0
0	Sulfitobacter sp. SK011	SYN017.A0101	0
0	Sulfitobacter sp. SK011	SYN017.B0101	0
0	Sulfitobacter sp. SK011	SYN018.C0101	0
0	Sulfitobacter sp. SK011	SYN005.I0101	0
0	Sulfitobacter sp. SK011	SYN006.I0101	0
0	Sulfitobacter sp. SK011	SYN008.I0101	0
0	Sulfitobacter sp. SK011	SYN009.I0101	0
0	Sulfitobacter sp. SK011	SYN015.I0101	0
0	Sulfitobacter sp. SK011	SYN018.I0101	0
78	Sulfitobacter sp. SK011	SYN019.I0101	1.1027928795208676e-5
0	Sulfitobacter sp. SK011	SYN022.I0101	0
0	Sulfitobacter sp. SK011	SYN023.I0101	0
0	Sulfitobacter sp. SK011	SYN025.I0101	0
0	Sulfitobacter sp. SK011	SYN028.I0101	0
0	Cognatishimia activa	SYN001.A0101	0
0	Cognatishimia activa	SYN002.A0101	0
0	Cognatishimia activa	SYN003.A0101	0
0	Cognatishimia activa	SYN015.B0101	0
0	Cognatishimia activa	SYN015.D0101	0
0	Cognatishimia activa	SYN015.E0101	0
0	Cognatishimia activa	SYN017.A0101	0
0	Cognatishimia activa	SYN017.B0101	0
0	Cognatishimia activa	SYN018.C0101	0
0	Cognatishimia activa	SYN005.I0101	0
0	Cognatishimia activa	SYN006.I0101	0
0	Cognatishimia activa	SYN008.I0101	0
0	Cognatishimia activa	SYN009.I0101	0
0	Cognatishimia activa	SYN015.I0101	0
0	Cognatishimia activa	SYN018.I0101	0
97	Cognatishimia activa	SYN019.I0101	1.3714219142759507e-5
0	Cognatishimia activa	SYN022.I0101	0
0	Cognatishimia activa	SYN023.I0101	0
0	Cognatishimia activa	SYN025.I0101	0
0	Cognatishimia activa	SYN028.I0101	0
0	Neoasaia chiangmaiensis	SYN001.A0101	0
0	Neoasaia chiangmaiensis	SYN002.A0101	0
0	Neoasaia chiangmaiensis	SYN003.A0101	0
0	Neoasaia chiangmaiensis	SYN015.B0101	0
0	Neoasaia chiangmaiensis	SYN015.D0101	0
0	Neoasaia chiangmaiensis	SYN015.E0101	0
0	Neoasaia chiangmaiensis	SYN017.A0101	0
0	Neoasaia chiangmaiensis	SYN017.B0101	0
0	Neoasaia chiangmaiensis	SYN018.C0101	0
0	Neoasaia chiangmaiensis	SYN005.I0101	0
0	Neoasaia chiangmaiensis	SYN006.I0101	0
0	Neoasaia chiangmaiensis	SYN008.I0101	0
0	Neoasaia chiangmaiensis	SYN009.I0101	0
0	Neoasaia chiangmaiensis	SYN015.I0101	0
0	Neoasaia chiangmaiensis	SYN018.I0101	0
141	Neoasaia chiangmaiensis	SYN019.I0101	1.993510205287722e-5
0	Neoasaia chiangmaiensis	SYN022.I0101	0
0	Neoasaia chiangmaiensis	SYN023.I0101	0
114	Neoasaia chiangmaiensis	SYN025.I0101	1.2265435647293842e-5
0	Neoasaia chiangmaiensis	SYN028.I0101	0
0	Kozakia baliensis	SYN001.A0101	0
0	Kozakia baliensis	SYN002.A0101	0
0	Kozakia baliensis	SYN003.A0101	0
0	Kozakia baliensis	SYN015.B0101	0
0	Kozakia baliensis	SYN015.D0101	0
0	Kozakia baliensis	SYN015.E0101	0
0	Kozakia baliensis	SYN017.A0101	0
0	Kozakia baliensis	SYN017.B0101	0
0	Kozakia baliensis	SYN018.C0101	0
0	Kozakia baliensis	SYN005.I0101	0
0	Kozakia baliensis	SYN006.I0101	0
0	Kozakia baliensis	SYN008.I0101	0
0	Kozakia baliensis	SYN009.I0101	0
0	Kozakia baliensis	SYN015.I0101	0
0	Kozakia baliensis	SYN018.I0101	0
111	Kozakia baliensis	SYN019.I0101	1.5693590977796963e-5
0	Kozakia baliensis	SYN022.I0101	0
69	Kozakia baliensis	SYN023.I0101	1.0433832715721003e-5
0	Kozakia baliensis	SYN025.I0101	0
0	Kozakia baliensis	SYN028.I0101	0
0	Phenylobacterium zucineum	SYN001.A0101	0
0	Phenylobacterium zucineum	SYN002.A0101	0
0	Phenylobacterium zucineum	SYN003.A0101	0
0	Phenylobacterium zucineum	SYN015.B0101	0
0	Phenylobacterium zucineum	SYN015.D0101	0
0	Phenylobacterium zucineum	SYN015.E0101	0
0	Phenylobacterium zucineum	SYN017.A0101	0
0	Phenylobacterium zucineum	SYN017.B0101	0
0	Phenylobacterium zucineum	SYN018.C0101	0
0	Phenylobacterium zucineum	SYN005.I0101	0
0	Phenylobacterium zucineum	SYN006.I0101	0
0	Phenylobacterium zucineum	SYN008.I0101	0
0	Phenylobacterium zucineum	SYN009.I0101	0
0	Phenylobacterium zucineum	SYN015.I0101	0
0	Phenylobacterium zucineum	SYN018.I0101	0
80	Phenylobacterium zucineum	SYN019.I0101	1.1310696200214027e-5
0	Phenylobacterium zucineum	SYN022.I0101	0
0	Phenylobacterium zucineum	SYN023.I0101	0
100	Phenylobacterium zucineum	SYN025.I0101	1.0759154076573545e-5
0	Phenylobacterium zucineum	SYN028.I0101	0
0	Acidovorax avenae	SYN001.A0101	0
0	Acidovorax avenae	SYN002.A0101	0
0	Acidovorax avenae	SYN003.A0101	0
0	Acidovorax avenae	SYN015.B0101	0
0	Acidovorax avenae	SYN015.D0101	0
0	Acidovorax avenae	SYN015.E0101	0
0	Acidovorax avenae	SYN017.A0101	0
0	Acidovorax avenae	SYN017.B0101	0
0	Acidovorax avenae	SYN018.C0101	0
0	Acidovorax avenae	SYN005.I0101	0
0	Acidovorax avenae	SYN006.I0101	0
0	Acidovorax avenae	SYN008.I0101	0
0	Acidovorax avenae	SYN009.I0101	0
0	Acidovorax avenae	SYN015.I0101	0
0	Acidovorax avenae	SYN018.I0101	0
111	Acidovorax avenae	SYN019.I0101	1.5693590977796963e-5
0	Acidovorax avenae	SYN022.I0101	0
0	Acidovorax avenae	SYN023.I0101	0
99	Acidovorax avenae	SYN025.I0101	1.065156253580781e-5
0	Acidovorax avenae	SYN028.I0101	0
0	Advenella mimigardefordensis	SYN001.A0101	0
0	Advenella mimigardefordensis	SYN002.A0101	0
0	Advenella mimigardefordensis	SYN003.A0101	0
0	Advenella mimigardefordensis	SYN015.B0101	0
0	Advenella mimigardefordensis	SYN015.D0101	0
0	Advenella mimigardefordensis	SYN015.E0101	0
0	Advenella mimigardefordensis	SYN017.A0101	0
0	Advenella mimigardefordensis	SYN017.B0101	0
0	Advenella mimigardefordensis	SYN018.C0101	0
0	Advenella mimigardefordensis	SYN005.I0101	0
0	Advenella mimigardefordensis	SYN006.I0101	0
0	Advenella mimigardefordensis	SYN008.I0101	0
0	Advenella mimigardefordensis	SYN009.I0101	0
0	Advenella mimigardefordensis	SYN015.I0101	0
0	Advenella mimigardefordensis	SYN018.I0101	0
72	Advenella mimigardefordensis	SYN019.I0101	1.0179626580192625e-5
0	Advenella mimigardefordensis	SYN022.I0101	0
0	Advenella mimigardefordensis	SYN023.I0101	0
0	Advenella mimigardefordensis	SYN025.I0101	0
0	Advenella mimigardefordensis	SYN028.I0101	0
0	Herbaspirillum seropedicae	SYN001.A0101	0
0	Herbaspirillum seropedicae	SYN002.A0101	0
0	Herbaspirillum seropedicae	SYN003.A0101	0
0	Herbaspirillum seropedicae	SYN015.B0101	0
0	Herbaspirillum seropedicae	SYN015.D0101	0
0	Herbaspirillum seropedicae	SYN015.E0101	0
0	Herbaspirillum seropedicae	SYN017.A0101	0
0	Herbaspirillum seropedicae	SYN017.B0101	0
0	Herbaspirillum seropedicae	SYN018.C0101	0
0	Herbaspirillum seropedicae	SYN005.I0101	0
0	Herbaspirillum seropedicae	SYN006.I0101	0
0	Herbaspirillum seropedicae	SYN008.I0101	0
0	Herbaspirillum seropedicae	SYN009.I0101	0
0	Herbaspirillum seropedicae	SYN015.I0101	0
0	Herbaspirillum seropedicae	SYN018.I0101	0
75	Herbaspirillum seropedicae	SYN019.I0101	1.060377768770065e-5
0	Herbaspirillum seropedicae	SYN022.I0101	0
0	Herbaspirillum seropedicae	SYN023.I0101	0
0	Herbaspirillum seropedicae	SYN025.I0101	0
0	Herbaspirillum seropedicae	SYN028.I0101	0
0	Sulfuriferula plumbiphila	SYN001.A0101	0
0	Sulfuriferula plumbiphila	SYN002.A0101	0
0	Sulfuriferula plumbiphila	SYN003.A0101	0
0	Sulfuriferula plumbiphila	SYN015.B0101	0
0	Sulfuriferula plumbiphila	SYN015.D0101	0
0	Sulfuriferula plumbiphila	SYN015.E0101	0
0	Sulfuriferula plumbiphila	SYN017.A0101	0
0	Sulfuriferula plumbiphila	SYN017.B0101	0
0	Sulfuriferula plumbiphila	SYN018.C0101	0
0	Sulfuriferula plumbiphila	SYN005.I0101	0
0	Sulfuriferula plumbiphila	SYN006.I0101	0
0	Sulfuriferula plumbiphila	SYN008.I0101	0
0	Sulfuriferula plumbiphila	SYN009.I0101	0
0	Sulfuriferula plumbiphila	SYN015.I0101	0
0	Sulfuriferula plumbiphila	SYN018.I0101	0
82	Sulfuriferula plumbiphila	SYN019.I0101	1.1593463605219377e-5
0	Sulfuriferula plumbiphila	SYN022.I0101	0
0	Sulfuriferula plumbiphila	SYN023.I0101	0
0	Sulfuriferula plumbiphila	SYN025.I0101	0
0	Sulfuriferula plumbiphila	SYN028.I0101	0
0	Usitatibacter rugosus	SYN001.A0101	0
0	Usitatibacter rugosus	SYN002.A0101	0
0	Usitatibacter rugosus	SYN003.A0101	0
0	Usitatibacter rugosus	SYN015.B0101	0
0	Usitatibacter rugosus	SYN015.D0101	0
0	Usitatibacter rugosus	SYN015.E0101	0
0	Usitatibacter rugosus	SYN017.A0101	0
0	Usitatibacter rugosus	SYN017.B0101	0
0	Usitatibacter rugosus	SYN018.C0101	0
0	Usitatibacter rugosus	SYN005.I0101	0
0	Usitatibacter rugosus	SYN006.I0101	0
0	Usitatibacter rugosus	SYN008.I0101	0
0	Usitatibacter rugosus	SYN009.I0101	0
0	Usitatibacter rugosus	SYN015.I0101	0
0	Usitatibacter rugosus	SYN018.I0101	0
86	Usitatibacter rugosus	SYN019.I0101	1.2158998415230079e-5
0	Usitatibacter rugosus	SYN022.I0101	0
0	Usitatibacter rugosus	SYN023.I0101	0
0	Usitatibacter rugosus	SYN025.I0101	0
0	Usitatibacter rugosus	SYN028.I0101	0
0	Desulfovibrio carbinoliphilus	SYN001.A0101	0
0	Desulfovibrio carbinoliphilus	SYN002.A0101	0
0	Desulfovibrio carbinoliphilus	SYN003.A0101	0
0	Desulfovibrio carbinoliphilus	SYN015.B0101	0
0	Desulfovibrio carbinoliphilus	SYN015.D0101	0
0	Desulfovibrio carbinoliphilus	SYN015.E0101	0
0	Desulfovibrio carbinoliphilus	SYN017.A0101	0
0	Desulfovibrio carbinoliphilus	SYN017.B0101	0
0	Desulfovibrio carbinoliphilus	SYN018.C0101	0
0	Desulfovibrio carbinoliphilus	SYN005.I0101	0
0	Desulfovibrio carbinoliphilus	SYN006.I0101	0
0	Desulfovibrio carbinoliphilus	SYN008.I0101	0
0	Desulfovibrio carbinoliphilus	SYN009.I0101	0
0	Desulfovibrio carbinoliphilus	SYN015.I0101	0
0	Desulfovibrio carbinoliphilus	SYN018.I0101	0
110	Desulfovibrio carbinoliphilus	SYN019.I0101	1.5552207275294286e-5
0	Desulfovibrio carbinoliphilus	SYN022.I0101	0
0	Desulfovibrio carbinoliphilus	SYN023.I0101	0
117	Desulfovibrio carbinoliphilus	SYN025.I0101	1.2588210269591048e-5
0	Desulfovibrio carbinoliphilus	SYN028.I0101	0
0	Geobacter sp. Jerry-YX	SYN001.A0101	0
0	Geobacter sp. Jerry-YX	SYN002.A0101	0
0	Geobacter sp. Jerry-YX	SYN003.A0101	0
0	Geobacter sp. Jerry-YX	SYN015.B0101	0
0	Geobacter sp. Jerry-YX	SYN015.D0101	0
0	Geobacter sp. Jerry-YX	SYN015.E0101	0
0	Geobacter sp. Jerry-YX	SYN017.A0101	0
0	Geobacter sp. Jerry-YX	SYN017.B0101	0
0	Geobacter sp. Jerry-YX	SYN018.C0101	0
0	Geobacter sp. Jerry-YX	SYN005.I0101	0
0	Geobacter sp. Jerry-YX	SYN006.I0101	0
0	Geobacter sp. Jerry-YX	SYN008.I0101	0
0	Geobacter sp. Jerry-YX	SYN009.I0101	0
0	Geobacter sp. Jerry-YX	SYN015.I0101	0
0	Geobacter sp. Jerry-YX	SYN018.I0101	0
74	Geobacter sp. Jerry-YX	SYN019.I0101	1.0462393985197974e-5
0	Geobacter sp. Jerry-YX	SYN022.I0101	0
0	Geobacter sp. Jerry-YX	SYN023.I0101	0
0	Geobacter sp. Jerry-YX	SYN025.I0101	0
0	Geobacter sp. Jerry-YX	SYN028.I0101	0
0	Nitratifractor salsuginis	SYN001.A0101	0
0	Nitratifractor salsuginis	SYN002.A0101	0
0	Nitratifractor salsuginis	SYN003.A0101	0
0	Nitratifractor salsuginis	SYN015.B0101	0
0	Nitratifractor salsuginis	SYN015.D0101	0
0	Nitratifractor salsuginis	SYN015.E0101	0
0	Nitratifractor salsuginis	SYN017.A0101	0
0	Nitratifractor salsuginis	SYN017.B0101	0
0	Nitratifractor salsuginis	SYN018.C0101	0
0	Nitratifractor salsuginis	SYN005.I0101	0
0	Nitratifractor salsuginis	SYN006.I0101	0
0	Nitratifractor salsuginis	SYN008.I0101	0
0	Nitratifractor salsuginis	SYN009.I0101	0
0	Nitratifractor salsuginis	SYN015.I0101	0
0	Nitratifractor salsuginis	SYN018.I0101	0
106	Nitratifractor salsuginis	SYN019.I0101	1.4986672465283585e-5
0	Nitratifractor salsuginis	SYN022.I0101	0
0	Nitratifractor salsuginis	SYN023.I0101	0
104	Nitratifractor salsuginis	SYN025.I0101	1.1189520239636486e-5
0	Nitratifractor salsuginis	SYN028.I0101	0
0	Mariprofundus aestuarium	SYN001.A0101	0
0	Mariprofundus aestuarium	SYN002.A0101	0
0	Mariprofundus aestuarium	SYN003.A0101	0
0	Mariprofundus aestuarium	SYN015.B0101	0
0	Mariprofundus aestuarium	SYN015.D0101	0
0	Mariprofundus aestuarium	SYN015.E0101	0
0	Mariprofundus aestuarium	SYN017.A0101	0
0	Mariprofundus aestuarium	SYN017.B0101	0
0	Mariprofundus aestuarium	SYN018.C0101	0
0	Mariprofundus aestuarium	SYN005.I0101	0
0	Mariprofundus aestuarium	SYN006.I0101	0
0	Mariprofundus aestuarium	SYN008.I0101	0
0	Mariprofundus aestuarium	SYN009.I0101	0
0	Mariprofundus aestuarium	SYN015.I0101	0
0	Mariprofundus aestuarium	SYN018.I0101	0
73	Mariprofundus aestuarium	SYN019.I0101	1.0321010282695299e-5
0	Mariprofundus aestuarium	SYN022.I0101	0
0	Mariprofundus aestuarium	SYN023.I0101	0
0	Mariprofundus aestuarium	SYN025.I0101	0
0	Mariprofundus aestuarium	SYN028.I0101	0
0	Humisphaera borealis	SYN001.A0101	0
0	Humisphaera borealis	SYN002.A0101	0
0	Humisphaera borealis	SYN003.A0101	0
0	Humisphaera borealis	SYN015.B0101	0
0	Humisphaera borealis	SYN015.D0101	0
0	Humisphaera borealis	SYN015.E0101	0
0	Humisphaera borealis	SYN017.A0101	0
0	Humisphaera borealis	SYN017.B0101	0
0	Humisphaera borealis	SYN018.C0101	0
0	Humisphaera borealis	SYN005.I0101	0
0	Humisphaera borealis	SYN006.I0101	0
0	Humisphaera borealis	SYN008.I0101	0
0	Humisphaera borealis	SYN009.I0101	0
0	Humisphaera borealis	SYN015.I0101	0
0	Humisphaera borealis	SYN018.I0101	0
110	Humisphaera borealis	SYN019.I0101	1.5552207275294286e-5
0	Humisphaera borealis	SYN022.I0101	0
0	Humisphaera borealis	SYN023.I0101	0
0	Humisphaera borealis	SYN025.I0101	0
0	Humisphaera borealis	SYN028.I0101	0
0	Oenococcus sicerae	SYN001.A0101	0
0	Oenococcus sicerae	SYN002.A0101	0
0	Oenococcus sicerae	SYN003.A0101	0
0	Oenococcus sicerae	SYN015.B0101	0
0	Oenococcus sicerae	SYN015.D0101	0
0	Oenococcus sicerae	SYN015.E0101	0
0	Oenococcus sicerae	SYN017.A0101	0
0	Oenococcus sicerae	SYN017.B0101	0
0	Oenococcus sicerae	SYN018.C0101	0
0	Oenococcus sicerae	SYN005.I0101	0
0	Oenococcus sicerae	SYN006.I0101	0
0	Oenococcus sicerae	SYN008.I0101	0
0	Oenococcus sicerae	SYN009.I0101	0
0	Oenococcus sicerae	SYN015.I0101	0
0	Oenococcus sicerae	SYN018.I0101	0
0	Oenococcus sicerae	SYN019.I0101	0
0	Oenococcus sicerae	SYN022.I0101	0
132	Oenococcus sicerae	SYN023.I0101	1.9960375630074963e-5
0	Oenococcus sicerae	SYN025.I0101	0
0	Oenococcus sicerae	SYN028.I0101	0
0	Koleobacter methoxysyntrophicus	SYN001.A0101	0
0	Koleobacter methoxysyntrophicus	SYN002.A0101	0
0	Koleobacter methoxysyntrophicus	SYN003.A0101	0
0	Koleobacter methoxysyntrophicus	SYN015.B0101	0
0	Koleobacter methoxysyntrophicus	SYN015.D0101	0
0	Koleobacter methoxysyntrophicus	SYN015.E0101	0
0	Koleobacter methoxysyntrophicus	SYN017.A0101	0
0	Koleobacter methoxysyntrophicus	SYN017.B0101	0
0	Koleobacter methoxysyntrophicus	SYN018.C0101	0
0	Koleobacter methoxysyntrophicus	SYN005.I0101	0
0	Koleobacter methoxysyntrophicus	SYN006.I0101	0
0	Koleobacter methoxysyntrophicus	SYN008.I0101	0
0	Koleobacter methoxysyntrophicus	SYN009.I0101	0
0	Koleobacter methoxysyntrophicus	SYN015.I0101	0
0	Koleobacter methoxysyntrophicus	SYN018.I0101	0
0	Koleobacter methoxysyntrophicus	SYN019.I0101	0
0	Koleobacter methoxysyntrophicus	SYN022.I0101	0
69	Koleobacter methoxysyntrophicus	SYN023.I0101	1.0433832715721003e-5
0	Koleobacter methoxysyntrophicus	SYN025.I0101	0
0	Koleobacter methoxysyntrophicus	SYN028.I0101	0
0	Curtobacterium sp. BH-2-1-1	SYN001.A0101	0
0	Curtobacterium sp. BH-2-1-1	SYN002.A0101	0
0	Curtobacterium sp. BH-2-1-1	SYN003.A0101	0
0	Curtobacterium sp. BH-2-1-1	SYN015.B0101	0
0	Curtobacterium sp. BH-2-1-1	SYN015.D0101	0
0	Curtobacterium sp. BH-2-1-1	SYN015.E0101	0
0	Curtobacterium sp. BH-2-1-1	SYN017.A0101	0
0	Curtobacterium sp. BH-2-1-1	SYN017.B0101	0
0	Curtobacterium sp. BH-2-1-1	SYN018.C0101	0
0	Curtobacterium sp. BH-2-1-1	SYN005.I0101	0
0	Curtobacterium sp. BH-2-1-1	SYN006.I0101	0
0	Curtobacterium sp. BH-2-1-1	SYN008.I0101	0
0	Curtobacterium sp. BH-2-1-1	SYN009.I0101	0
0	Curtobacterium sp. BH-2-1-1	SYN015.I0101	0
0	Curtobacterium sp. BH-2-1-1	SYN018.I0101	0
0	Curtobacterium sp. BH-2-1-1	SYN019.I0101	0
0	Curtobacterium sp. BH-2-1-1	SYN022.I0101	0
77	Curtobacterium sp. BH-2-1-1	SYN023.I0101	1.1643552450877063e-5
0	Curtobacterium sp. BH-2-1-1	SYN025.I0101	0
0	Curtobacterium sp. BH-2-1-1	SYN028.I0101	0
0	Actinomarinicola tropica	SYN001.A0101	0
0	Actinomarinicola tropica	SYN002.A0101	0
0	Actinomarinicola tropica	SYN003.A0101	0
0	Actinomarinicola tropica	SYN015.B0101	0
0	Actinomarinicola tropica	SYN015.D0101	0
0	Actinomarinicola tropica	SYN015.E0101	0
0	Actinomarinicola tropica	SYN017.A0101	0
0	Actinomarinicola tropica	SYN017.B0101	0
0	Actinomarinicola tropica	SYN018.C0101	0
0	Actinomarinicola tropica	SYN005.I0101	0
0	Actinomarinicola tropica	SYN006.I0101	0
0	Actinomarinicola tropica	SYN008.I0101	0
0	Actinomarinicola tropica	SYN009.I0101	0
0	Actinomarinicola tropica	SYN015.I0101	0
0	Actinomarinicola tropica	SYN018.I0101	0
0	Actinomarinicola tropica	SYN019.I0101	0
0	Actinomarinicola tropica	SYN022.I0101	0
79	Actinomarinicola tropica	SYN023.I0101	1.1945982384666077e-5
0	Actinomarinicola tropica	SYN025.I0101	0
109	Actinomarinicola tropica	SYN028.I0101	1.1189148866082416e-5
0	Scytonema sp. HK-05	SYN001.A0101	0
0	Scytonema sp. HK-05	SYN002.A0101	0
0	Scytonema sp. HK-05	SYN003.A0101	0
0	Scytonema sp. HK-05	SYN015.B0101	0
0	Scytonema sp. HK-05	SYN015.D0101	0
0	Scytonema sp. HK-05	SYN015.E0101	0
0	Scytonema sp. HK-05	SYN017.A0101	0
0	Scytonema sp. HK-05	SYN017.B0101	0
0	Scytonema sp. HK-05	SYN018.C0101	0
0	Scytonema sp. HK-05	SYN005.I0101	0
0	Scytonema sp. HK-05	SYN006.I0101	0
0	Scytonema sp. HK-05	SYN008.I0101	0
0	Scytonema sp. HK-05	SYN009.I0101	0
0	Scytonema sp. HK-05	SYN015.I0101	0
0	Scytonema sp. HK-05	SYN018.I0101	0
0	Scytonema sp. HK-05	SYN019.I0101	0
0	Scytonema sp. HK-05	SYN022.I0101	0
85	Scytonema sp. HK-05	SYN023.I0101	1.285327218603312e-5
0	Scytonema sp. HK-05	SYN025.I0101	0
