species,LIB030.A0117,SYN001.A0101,SYN002.A0101,SYN003.A0101,SYN005.I0101,SYN006.I0101,SYN008.I0101,SYN009.I0101,SYN012.I0101,SYN013.I0101,SYN014.A0101,SYN014.C0101,SYN015.B0101,SYN015.D0101,SYN015.E0101,SYN015.F0101,SYN015.G0101,SYN015.H0101,SYN015.I0101,SYN016.I0101,SYN017.A0101,SYN017.B0101,SYN017.D0101,SYN017.E0101,SYN017.F0101,SYN017.G0101,SYN018.C0101,SYN018.H0101,SYN018.I0101,SYN019.I0101,SYN021.I0101,SYN022.I0101,SYN023.I0101,SYN025.I0101,SYN026.I0101,SYN028.I0101
Staphylothermus marinus,NA,3,2,3,NA,NA,NA,5,3,NA,8,2,4,NA,1,2,1,NA,3,NA,NA,5,1,NA,NA,NA,2,NA,NA,1,3,NA,NA,7,NA,1
Aeropyrum camini,NA,1,NA,1,1,NA,NA,1,3,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,7,2,4,5,NA
Fervidicoccus fontis,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,NA,1,1
Candidatus Nitrosocosmicus hydrocola,NA,4,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Nitrosopumilus koreensis,NA,1,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Nitrosopumilus adriaticus,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA
Nitrosopumilus piranensis,NA,1,2,NA,NA,1,NA,2,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,2
Candidatus Nitrosotalea okcheonensis,NA,1,NA,NA,NA,NA,NA,3,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,NA
Candidatus Nitrosotenuis sp. DW1,NA,1,3,4,NA,3,NA,12,1,24,NA,NA,2,NA,NA,1,NA,5,NA,13,4,11,NA,NA,6,3,1,47,NA,NA,NA,4,2,6,1,7
Picrophilus torridus,NA,1,NA,NA,1,1,NA,10,NA,10,NA,NA,NA,NA,NA,NA,1,5,NA,9,1,NA,1,NA,1,1,NA,33,NA,NA,3,3,NA,5,1,4
Candidatus Methanoplasma termitum,NA,1,2,NA,20,8,79,59,61,11,1,NA,2,7,1,12,5,5,14,22,1,1,8,2,4,1,2,NA,1,16,16,17,39,11,22,22
Candidatus Methanomethylophilus alvus,NA,1,2,2,46,12,223,31,59,18,2,NA,4,1,3,5,12,7,12,8,14,1,11,4,7,7,6,1,5,76,10,18,42,63,25,81
Aciduliprofundum sp. MAR08-339,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Candidatus Prometheoarchaeum syntrophicum,NA,1,NA,2,2,3,1,3,12,3,NA,NA,6,NA,1,3,NA,3,2,5,3,3,NA,2,2,2,2,7,3,2,NA,3,1,11,2,13
Streptococcus phage PH10,NA,523,1643,1126,NA,NA,2,1,1,1,33,9,292,19,15,6,NA,NA,2,2,283,202,11,17,4,NA,121,NA,NA,7,2,NA,2,3,1,4
Streptococcus phage SpSL1,NA,238,656,628,NA,NA,NA,NA,NA,1,3,1,57,5,3,NA,NA,NA,NA,2,64,29,1,3,NA,NA,40,NA,1,NA,NA,NA,2,NA,NA,1
Streptococcus phage phiARI0131-2,NA,64,222,215,NA,NA,NA,NA,NA,NA,1,NA,15,NA,NA,NA,NA,NA,NA,NA,15,5,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptococcus phage PH15,NA,51,124,108,NA,20,NA,11,1,NA,NA,NA,26,1,3,NA,1,1,NA,NA,26,74,3,4,5,NA,280,9,NA,6,NA,NA,1,6,5,79
Streptococcus phage phiARI0746,NA,19,52,42,NA,NA,NA,NA,NA,NA,2,NA,14,NA,NA,NA,NA,NA,NA,NA,74,73,5,4,3,NA,50,NA,NA,NA,NA,NA,1,5,NA,2
Streptococcus phage phiARI0468-2,NA,13,14,13,NA,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,11,3,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptococcus phage K13,NA,10,23,13,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,19,23,NA,NA,1,NA,16,NA,NA,NA,NA,NA,NA,1,1,1
Streptococcus phage phiARI0460-1,NA,8,22,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptococcus phage phiARI0131-1,NA,6,12,12,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,14,16,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,1,NA,NA
Streptococcus phage phiARI0468-4,NA,4,9,6,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptococcus phage IC1,NA,3,3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacillus phage BCJA1c,NA,3,2,3,NA,4,NA,NA,3,NA,17,4,22,2,1,1,NA,NA,NA,NA,28,30,1,1,NA,3,33,NA,NA,1,NA,4,1,1,NA,3
Streptococcus phage phiARI0004,NA,2,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodococcus phage Whack,NA,2,10,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptococcus phage 5093,NA,1,7,6,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gordonia phage GMA5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodococcus phage Sleepyhead,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptococcus phage YMC-2011,NA,25,39,36,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,16,9,1,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptococcus virus Sfi19,NA,3,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptococcus virus phiAbc2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1
Streptococcus virus 7201,NA,1,6,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Proteus virus Isfahan,NA,19,14,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arthrobacter virus HunterDalle,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium virus Gaia,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,8,1,NA,1,NA,NA,NA,NA,3,1,2,2,NA,NA,3
Streptococcus virus ALQ132,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptococcus phage TP-778L,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthomonas phage Xoo-sp2,NA,2,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
Microbacterium virus MementoMori,NA,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salmonella phage TS13,NA,2,NA,3,NA,NA,NA,1,2,1,NA,NA,NA,NA,3,30,8,NA,1,NA,NA,1,NA,NA,NA,NA,2,1,1,NA,NA,1,NA,NA,NA,NA
Arthrobacter virus Maja,NA,1,NA,NA,1,NA,NA,2,7,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,2,14,NA,13,6,1
Bordetella virus MW2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces virus Bing,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microbacterium virus Golden,NA,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,4,14,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA
Gordonia virus OneUp,NA,1,NA,4,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,7,1,NA,1,NA,1,NA,NA,2,NA,2,NA,2,1,NA
Streptococcus phage EJ-1,NA,63,145,119,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,30,5,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,NA
Aggregatibacter phage S1249,NA,8,6,10,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,8,NA,NA,NA,NA,NA,19,NA,NA,1,NA,NA,NA,NA,NA,NA
Erwinia virus Risingsun,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dickeya virus JA11,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salmonella virus S16,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Staphylococcus virus Andhra,NA,64,9,13,4,6,25,37,13,19,4,10,7,7,8,193,90,123,17,15,7,5,8,21,8,6,30,9,60,9,6,18,32,19,12,12
Microbacterium phage Phedro,NA,2,3,NA,20,9,NA,11,5,NA,1,NA,9,NA,2,NA,NA,NA,3,NA,30,4,NA,NA,NA,NA,6,NA,NA,63,4,7,17,36,12,24
Enterococcus virus ECP3,NA,5,11,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Staphylococcus virus Twort,NA,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Providencia virus PS3,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Human gammaherpesvirus 4,NA,18,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Human betaherpesvirus 7,NA,5,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Human betaherpesvirus 6B,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pandoravirus salinus,NA,1,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pandoravirus quercus,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
Pithovirus sibericum,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cellulophaga phage phi12a:1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maruca vitrata nucleopolyhedrovirus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pea streak virus,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enterococcus sp. FDAARGOS_553,NA,NA,1,NA,259,73,861,468,122,4637,12,10,4,2,42,2410,6875,7046,747,3617,NA,NA,2,179,4143,5314,1,8044,743,285,205,459,78,1061,468,169
Enterococcus lactis,NA,NA,1,NA,25,16,112,73,14,535,6,3,2,1,6,247,865,925,107,389,NA,1,4,29,633,927,1,1395,101,49,26,68,9,119,71,27
Lactobacillus sp. JM1,NA,NA,1,NA,5,1,123,1,3,NA,2,NA,1,1,NA,2,2,3,2,NA,1,NA,3,NA,1,1,4,3,1,1,1,NA,NA,1,NA,NA
Carnobacterium sp. CP1,NA,NA,2,4,1,NA,6,3,NA,4,NA,NA,NA,NA,NA,1,3,1,NA,3,3,NA,NA,2,1,2,3,8,12,NA,1,2,1,2,2,4
Bacillus sp. B25(2016b),NA,NA,1,1,3,1,3,2,1,31,NA,NA,NA,NA,3,28,11,43,2,10,NA,2,NA,NA,NA,1,NA,11,1,3,1,NA,NA,1,4,NA
Geobacillus sp. GHH01,NA,NA,3,1,2,4,4,NA,1,9,4,1,2,1,NA,7,5,9,NA,3,4,NA,NA,1,1,2,NA,4,2,2,4,1,2,1,5,3
Geobacillus sp. E263,NA,NA,1,NA,3,2,NA,6,NA,25,NA,NA,NA,1,NA,2,NA,2,NA,13,1,NA,NA,1,5,4,NA,33,1,NA,2,8,NA,7,NA,10
Geobacillus sp. 46C-IIa,NA,NA,1,NA,2,1,NA,3,2,4,NA,NA,NA,NA,1,5,NA,NA,4,1,3,NA,1,1,NA,NA,1,4,NA,11,4,5,10,11,6,10
Geobacillus stearothermophilus,NA,NA,5,4,44,8,48,37,24,47,4,4,9,58,29,89,6,12,10,35,25,1,59,160,47,4,21,81,74,68,7,25,26,58,18,44
Salicibibacter kimchii,NA,NA,3,2,22,11,5,43,11,65,3,4,1,NA,2,3,2,26,15,73,9,NA,NA,NA,9,7,2,109,7,2,5,22,6,33,5,38
Paenibacillus sp. URB8-2,NA,NA,10,12,38,11,2,17,25,5,2,3,31,2,1,2,NA,2,24,5,16,7,2,NA,2,NA,9,NA,3,45,7,13,42,60,16,48
Paenibacillus sp. IHB B 3084,NA,NA,3,5,22,20,169,44,22,67,27,7,38,30,3,9,1,17,33,51,6,8,43,14,13,10,25,72,52,19,8,35,59,49,21,35
Sporosarcina sp. P37,NA,NA,3,NA,20,14,NA,99,NA,226,2,3,NA,NA,NA,NA,NA,79,6,217,1,NA,NA,NA,18,26,NA,444,5,1,3,74,NA,105,NA,62
Sporosarcina psychrophila,NA,NA,1,1,81,58,1,295,2,741,NA,1,NA,4,6,2,1,270,10,660,NA,NA,NA,3,79,66,NA,1402,12,8,20,254,1,299,2,225
Blautia coccoides,NA,NA,1,NA,2,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,2,1,NA,NA,2,NA,NA,2
Candidatus Desulforudis audaxviator,NA,NA,2,1,24,13,6,16,32,NA,NA,3,NA,1,2,3,NA,2,40,2,NA,NA,2,1,2,1,6,1,6,23,2,11,45,13,11,67
Syntrophothermus lipocalidus,NA,NA,1,NA,1,6,1,5,9,6,NA,NA,1,3,5,2,1,4,4,3,2,1,NA,1,5,5,NA,18,4,2,NA,1,10,12,7,13
Thermoanaerobacter italicus,NA,NA,2,4,5,3,NA,10,14,NA,3,NA,1,NA,2,5,NA,1,13,1,2,1,NA,NA,NA,NA,4,NA,NA,2,7,5,10,1,2,17
Thermodesulfobium narugense,NA,NA,4,3,1,3,4,NA,2,NA,NA,2,1,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,1,3,2,NA,1,1,3,3,5,3,3
Arthrobacter sp. ZXY-2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arthrobacter sp. AQ5-05,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Micrococcus sp. MG-2010-D12,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microbacterium sp. 1.5R,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microbacterium paraoxydans,NA,NA,3,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Trueperella sp. 15IMD0307,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
[Brevibacterium] flavum,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacterium fortuitum,NA,NA,4,3,1,12,NA,2,9,1,2,NA,6,1,NA,3,2,NA,NA,4,NA,2,2,1,2,NA,5,NA,NA,2,3,1,2,4,5,2
Mycolicibacterium austroafricanum,NA,NA,1,1,1,8,6,2,24,10,NA,NA,NA,NA,NA,2,5,14,4,26,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,9,3,5,5,2,NA
Mycobacterium sp. PYR15,NA,NA,3,3,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
Mycobacterium marseillense,NA,NA,2,3,4,NA,NA,43,57,NA,NA,NA,6,NA,2,12,2,5,12,1,NA,1,NA,2,1,NA,NA,NA,1,12,8,13,10,13,20,12
Mycobacterium seoulense,NA,NA,10,5,3,2,1,13,10,1,NA,3,15,8,1,4,1,NA,15,19,NA,2,2,4,2,NA,7,NA,NA,6,6,4,4,3,1,5
Mycobacterium grossiae,NA,NA,5,8,5,31,4,30,22,21,3,NA,2,2,NA,7,8,9,17,52,2,1,6,NA,1,NA,9,1,16,13,28,12,12,18,25,6
Mycobacterium ulcerans,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
Mycolicibacter sinensis,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Rhodococcus sp. WB9,NA,NA,2,3,NA,1,NA,1,19,NA,NA,NA,NA,NA,NA,1,1,2,4,2,NA,1,NA,NA,NA,NA,1,1,NA,1,5,NA,2,NA,2,NA
Rhodococcus sp. 21391,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Gordonia sp. 1D,NA,NA,1,NA,NA,5,NA,2,3,6,1,NA,1,NA,NA,NA,1,1,4,8,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,3,1,1,5,1
Gordonia ajococcus,NA,NA,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. VN1,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Streptomyces sp. CB04723,NA,NA,4,NA,1,6,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,1,NA,5,NA,NA,NA,1,NA,NA,NA
Streptomyces sp. SS52,NA,NA,3,2,NA,8,NA,1,12,10,NA,NA,NA,NA,NA,NA,4,8,2,7,NA,NA,1,NA,NA,NA,1,NA,NA,NA,14,2,5,2,3,NA
Streptomyces sp. NA02536,NA,NA,3,1,NA,17,NA,8,12,10,NA,NA,1,NA,NA,1,3,1,9,30,NA,NA,NA,NA,2,NA,2,NA,7,6,10,2,4,7,7,1
Streptomyces sp. 604F,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. WAC 06738,NA,NA,2,4,3,NA,NA,2,NA,NA,NA,NA,1,NA,NA,1,NA,NA,2,4,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,1,2,2,2
Streptomyces sp. S1D4-20,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. PAMC 26508,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
Streptomyces sp. PVA_94-07,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. RLB3-6,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. RLB3-5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. M54,NA,NA,1,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,NA,2,1,2,2
Streptomyces antimycoticus,NA,NA,11,14,1,11,NA,1,18,7,NA,NA,2,NA,NA,1,4,15,2,13,NA,NA,1,NA,NA,NA,4,NA,3,2,11,NA,3,1,2,1
Streptomyces tuirus,NA,NA,8,9,6,3,1,6,8,2,NA,3,1,2,2,1,NA,NA,6,5,NA,NA,3,3,2,1,NA,NA,2,6,1,3,3,10,7,10
Streptomyces albidoflavus,NA,NA,5,4,21,6,1,20,31,1,NA,30,1,75,9,20,6,2,67,8,1,NA,26,35,12,NA,2,NA,NA,19,7,22,48,21,NA,31
Streptomyces viridosporus,NA,NA,4,9,3,8,6,11,15,1,3,3,3,4,3,4,4,1,10,7,4,4,2,4,NA,1,5,NA,1,19,17,10,5,21,14,3
Streptomyces fungicidicus,NA,NA,2,1,2,NA,NA,4,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,2,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,1,3,1,2,NA
Streptomyces fradiae,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Streptomyces violaceoruber,NA,NA,1,2,NA,1,1,7,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1
